EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
12365,44,No,Travel_Frequently,462,Research & Development,6,5,Other,1.0,3,Male,63,3,Laboratory Technician,3,Married,10168.0,4,Yes,18,3,2,80,0,26,3,3,2,2,2,2
12366,20,No,Travel_Frequently,338,Sales,7,4,Life Sciences,1.0,3,Female,46,3,Sales Executive,1,Married,7453.0,4,No,21,3,3,80,1,2,2,2,0,0,0,0
12367,34,No,Travel_Frequently,485,Sales,4,5,Marketing,1.0,3,Female,66,3,Sales Executive,4,Divorced,10673.0,5,Yes,12,3,3,80,3,16,2,4,16,16,1,1
12368,42,No,Travel_Rarely,632,Research & Development,5,4,Life Sciences,1.0,3,Male,86,3,Research Director,1,Married,13913.0,6,Yes,19,3,4,80,2,24,4,3,2,1,2,0
12369,44,No,Travel_Rarely,641,Research & Development,10,2,Medical,1.0,4,Male,88,3,Manufacturing Director,1,Single,14103.0,4,No,15,3,4,80,2,26,2,2,5,2,2,0
12370,43,No,Travel_Frequently,649,Sales,7,5,Medical,1.0,4,Male,89,3,Manager,3,Married,14299.0,3,No,18,2,1,80,1,25,5,3,6,6,1,3
12371,39,No,Travel_Rarely,324,Research & Development,6,1,Life Sciences,1.0,4,Female,44,1,Laboratory Technician,2,Single,7149.0,6,No,13,3,3,80,0,21,1,3,0,0,0,0
12372,35,No,Travel_Frequently,575,Research & Development,6,4,Medical,1.0,1,Male,79,3,Manufacturing Director,2,Married,12657.0,1,No,12,4,3,80,1,17,5,2,8,0,3,1
12373,42,No,Travel_Rarely,651,Research & Development,9,3,Medical,1.0,4,Female,89,3,Manufacturing Director,4,Married,14330.0,4,Yes,11,3,2,80,0,24,1,3,1,0,0,1
12374,27,No,Travel_Rarely,364,Human Resources,4,3,Medical,1.0,3,Female,50,2,Healthcare Representative,4,Single,8015.0,5,Yes,19,1,4,80,2,9,0,3,9,0,1,9
12375,28,No,Travel_Rarely,308,Research & Development,8,4,Other,1.0,3,Female,42,3,Laboratory Technician,3,Married,6795.0,1,No,11,3,1,80,0,10,3,4,1,1,1,0
12376,37,No,Travel_Rarely,496,Research & Development,7,1,Medical,1.0,1,Male,68,3,Manufacturing Director,4,Single,10931.0,2,No,17,3,4,80,2,19,5,4,2,1,2,0
12377,38,No,Travel_Rarely,330,Research & Development,9,2,Medical,1.0,3,Female,45,3,Research Scientist,4,Divorced,7267.0,2,No,11,3,3,80,0,20,1,3,2,0,2,0
12378,18,Yes,Travel_Rarely,630,Research & Development,15,4,Life Sciences,1.0,2,Female,86,3,Research Director,3,Divorced,13868.0,4,No,13,4,2,80,3,0,4,3,0,0,0,0
12379,41,No,Travel_Frequently,422,Sales,24,4,Medical,1.0,1,Male,58,1,Sales Representative,4,Divorced,9299.0,2,Yes,15,3,2,80,1,23,2,3,1,0,0,1
12380,44,No,Travel_Rarely,642,Research & Development,9,3,Technical Degree,1.0,3,Male,88,3,Manufacturing Director,4,Married,14126.0,4,No,18,3,2,80,3,26,3,3,7,2,0,1
12381,36,No,Non-Travel,593,Research & Development,10,4,Life Sciences,1.0,4,Male,81,3,Manufacturing Director,4,Married,13057.0,5,No,21,3,2,80,1,18,2,2,3,1,0,1
12382,60,No,Travel_Rarely,492,Sales,6,3,Life Sciences,1.0,2,Male,67,3,Sales Representative,3,Married,10827.0,9,No,21,3,3,80,1,42,2,3,2,2,0,1
12383,30,Yes,Travel_Rarely,383,Sales,6,4,Medical,1.0,2,Male,52,3,Sales Representative,3,Married,8445.0,2,Yes,23,3,4,80,0,12,5,4,0,0,0,0
12384,33,No,Non-Travel,392,Sales,24,4,Life Sciences,1.0,2,Female,54,2,Sales Executive,3,Single,8643.0,3,No,23,4,4,80,2,15,0,3,10,6,2,7
12385,33,No,Travel_Rarely,366,Research & Development,10,4,Life Sciences,1.0,2,Female,50,3,Laboratory Technician,4,Divorced,8053.0,1,No,21,3,3,80,0,15,3,3,1,1,0,1
12386,36,No,Travel_Rarely,468,Human Resources,18,3,Medical,1.0,2,Female,64,3,Human Resources,1,Married,10309.0,7,No,15,3,2,80,2,18,2,3,18,1,7,0
12387,33,No,Non-Travel,287,Research & Development,14,1,Technical Degree,1.0,3,Female,39,1,Laboratory Technician,4,Single,6317.0,4,No,11,3,2,80,0,15,3,4,4,4,1,1
12388,22,No,Travel_Rarely,456,Research & Development,7,4,Medical,1.0,3,Male,62,4,Manager,4,Divorced,10041.0,4,No,25,3,3,80,0,4,5,3,1,0,1,1
12389,31,Yes,Travel_Rarely,347,Research & Development,5,4,Life Sciences,1.0,4,Male,47,4,Laboratory Technician,1,Married,7652.0,3,No,22,1,2,80,0,13,5,2,0,0,0,0
12390,36,No,Travel_Rarely,352,Sales,3,4,Life Sciences,1.0,4,Male,48,3,Sales Executive,2,Divorced,7750.0,4,No,14,3,4,80,1,18,2,3,5,5,5,5
12391,49,No,Travel_Rarely,528,Research & Development,10,5,Life Sciences,1.0,1,Female,72,2,Research Scientist,2,Married,11632.0,7,No,15,4,4,80,1,31,2,3,3,0,2,3
12392,59,No,Travel_Frequently,548,Sales,6,4,Medical,1.0,1,Male,75,3,Sales Representative,4,Single,12066.0,7,No,24,3,1,80,1,41,2,3,5,5,4,5
12393,50,No,Travel_Frequently,500,Sales,7,4,Technical Degree,1.0,1,Female,68,1,Sales Executive,3,Married,11020.0,4,No,12,3,4,80,2,32,4,4,12,3,2,1
12394,29,No,Travel_Rarely,259,Sales,19,2,Life Sciences,1.0,2,Female,35,2,Sales Executive,2,Married,5699.0,3,No,15,3,4,80,0,11,0,3,8,0,5,4
12395,30,Yes,Travel_Rarely,530,Human Resources,3,4,Life Sciences,1.0,1,Male,72,3,Manager,1,Divorced,11676.0,4,Yes,15,3,2,80,3,12,3,2,12,3,1,5
12396,35,No,Travel_Rarely,373,Research & Development,8,3,Life Sciences,1.0,4,Female,51,2,Research Scientist,4,Married,8208.0,1,No,22,3,3,80,1,17,3,3,1,0,1,1
12397,54,No,Travel_Rarely,513,Research & Development,17,4,Life Sciences,1.0,2,Male,70,3,Research Scientist,2,Married,11306.0,6,No,24,3,4,80,0,36,0,3,5,5,5,1
12398,35,No,Travel_Rarely,554,Human Resources,6,4,Medical,1.0,4,Female,76,2,Manager,4,Divorced,12199.0,6,No,18,3,2,80,3,17,2,3,16,5,5,2
12399,23,Yes,Non-Travel,270,Research & Development,8,3,Life Sciences,1.0,3,Female,37,2,Laboratory Technician,2,Divorced,5957.0,2,Yes,20,4,2,80,1,5,1,3,0,0,0,0
12400,31,Yes,Travel_Frequently,369,Sales,18,4,Technical Degree,1.0,1,Female,50,4,Sales Executive,2,Single,8128.0,3,No,21,4,3,80,1,13,3,3,3,3,0,3
12401,44,No,Travel_Frequently,355,Research & Development,8,2,Marketing,1.0,3,Female,48,2,Research Scientist,4,Married,7810.0,3,No,20,3,3,80,1,26,0,3,0,0,0,0
12402,43,No,Travel_Frequently,355,Research & Development,5,2,Marketing,1.0,1,Male,48,3,Research Scientist,4,Single,7820.0,4,No,19,3,4,80,1,25,0,3,11,3,4,4
12403,34,No,Travel_Frequently,322,Sales,7,3,Other,1.0,3,Male,44,2,Sales Executive,3,Single,7100.0,3,No,22,3,4,80,0,16,5,3,1,1,0,0
12404,43,No,Travel_Rarely,615,Research & Development,3,2,Human Resources,1.0,2,Female,84,3,Research Director,1,Divorced,13544.0,3,Yes,21,3,4,80,3,25,4,3,13,13,1,3
12405,18,No,Travel_Rarely,486,Research & Development,4,3,Life Sciences,1.0,4,Male,66,2,Manager,4,Divorced,10713.0,4,No,15,4,4,80,3,0,3,3,0,0,0,0
12406,38,No,Travel_Rarely,434,Research & Development,8,5,Marketing,1.0,3,Male,59,2,Laboratory Technician,3,Married,9558.0,3,No,24,3,4,80,1,20,3,4,9,4,1,3
12407,45,No,Non-Travel,341,Research & Development,11,2,Medical,1.0,2,Female,46,2,Laboratory Technician,1,Divorced,7519.0,3,Yes,21,3,1,80,1,27,3,4,6,6,4,0
12408,28,No,Travel_Frequently,488,Sales,3,3,Medical,1.0,2,Male,67,1,Manager,3,Single,10752.0,5,No,24,3,1,80,3,10,5,2,8,7,1,8
12409,28,No,Travel_Rarely,322,Research & Development,14,2,Life Sciences,1.0,4,Female,44,4,Research Scientist,4,Married,7095.0,5,No,16,3,3,80,0,10,2,2,6,1,0,2
12410,18,No,Travel_Rarely,294,Research & Development,5,3,Life Sciences,1.0,3,Female,40,2,Research Scientist,4,Single,6473.0,0,No,14,3,4,80,0,0,4,2,0,0,0,0
12411,52,No,Travel_Rarely,455,Research & Development,11,4,Human Resources,1.0,2,Female,62,3,Laboratory Technician,1,Divorced,10027.0,8,No,19,3,4,80,0,34,5,4,2,2,0,0
12412,29,No,Travel_Rarely,396,Sales,9,5,Life Sciences,1.0,4,Female,54,3,Sales Executive,4,Divorced,8731.0,0,No,16,3,4,80,0,11,2,2,2,0,0,0
12413,39,No,Travel_Rarely,259,Research & Development,12,1,Medical,1.0,3,Female,35,3,Research Scientist,3,Married,5705.0,4,No,19,3,2,80,1,21,3,3,3,1,0,0
12414,43,No,Travel_Rarely,408,Research & Development,3,4,Marketing,1.0,3,Male,56,2,Laboratory Technician,1,Divorced,8981.0,3,No,19,4,3,80,0,25,2,3,6,0,2,6
12415,52,No,Travel_Rarely,497,Sales,7,4,Marketing,1.0,1,Male,68,2,Sales Representative,4,Divorced,10940.0,7,Yes,15,3,3,80,1,34,3,3,1,1,0,1
12416,35,No,Travel_Frequently,441,Sales,8,2,Medical,1.0,3,Male,60,2,Sales Executive,1,Single,9708.0,4,Yes,20,3,3,80,1,17,1,3,17,6,2,5
12417,31,Yes,Non-Travel,402,Research & Development,9,5,Medical,1.0,2,Female,55,3,Laboratory Technician,1,Married,8849.0,2,No,14,3,3,80,1,13,1,2,0,0,0,0
12418,38,No,Travel_Rarely,287,Sales,12,2,Life Sciences,1.0,4,Male,39,3,Sales Executive,4,Single,6328.0,2,No,22,4,1,80,0,20,5,3,5,5,4,3
12419,49,Yes,Travel_Rarely,479,Sales,12,3,Medical,1.0,4,Female,65,4,Sales Executive,3,Married,10541.0,4,Yes,22,3,1,80,0,31,2,2,0,0,0,0
12420,35,No,Travel_Frequently,293,Sales,5,2,Technical Degree,1.0,2,Male,40,3,Sales Executive,1,Married,6449.0,2,No,13,3,4,80,0,17,2,3,2,2,2,0
12421,27,Yes,Travel_Rarely,259,Research & Development,8,2,Life Sciences,1.0,4,Female,35,3,Laboratory Technician,1,Married,5700.0,4,Yes,22,3,2,80,0,9,3,3,5,1,0,3
12422,21,Yes,Travel_Rarely,330,Research & Development,6,4,Life Sciences,1.0,2,Female,45,2,Laboratory Technician,4,Divorced,7281.0,0,Yes,14,3,1,80,1,3,5,1,3,2,3,1
12423,24,No,Travel_Rarely,358,Sales,4,4,Life Sciences,1.0,2,Female,49,4,Sales Executive,3,Married,7892.0,4,No,24,1,2,80,0,6,3,3,4,4,3,4
12424,45,No,Travel_Frequently,388,Sales,8,3,Medical,1.0,1,Male,53,3,Sales Representative,4,Divorced,8540.0,4,Yes,14,3,4,80,2,27,0,2,7,0,7,5
12425,33,No,Travel_Rarely,264,Research & Development,8,2,Life Sciences,1.0,2,Male,36,1,Laboratory Technician,1,Married,5812.0,3,Yes,20,3,4,80,1,15,3,3,5,2,3,0
12426,30,No,Travel_Frequently,297,Human Resources,4,3,Human Resources,1.0,3,Male,40,1,Human Resources,4,Single,6539.0,1,No,24,3,4,80,0,12,2,4,1,1,1,1
12427,29,No,Travel_Rarely,607,Research & Development,6,5,Technical Degree,1.0,1,Male,83,3,Manufacturing Director,3,Married,13361.0,0,No,20,3,4,80,0,11,5,3,2,2,2,0
12428,37,No,Travel_Rarely,331,Research & Development,5,3,Life Sciences,1.0,3,Male,45,3,Laboratory Technician,2,Married,7297.0,1,No,23,3,2,80,0,19,2,3,0,0,0,0
12429,34,Yes,Non-Travel,534,Research & Development,5,4,Human Resources,1.0,2,Male,73,3,Manager,2,Single,11751.0,5,No,23,3,2,80,1,16,3,3,0,0,0,0
12430,34,No,Travel_Rarely,406,Research & Development,7,5,Marketing,1.0,4,Male,55,4,Laboratory Technician,4,Single,8952.0,2,No,20,3,4,80,0,16,2,4,3,0,2,3
12431,50,No,Travel_Rarely,729,Research & Development,8,4,Other,1.0,2,Female,100,3,Manufacturing Director,1,Married,16049.0,6,No,22,3,3,80,0,32,2,3,4,3,0,4
12432,52,No,Non-Travel,385,Research & Development,5,1,Life Sciences,1.0,2,Female,52,1,Research Scientist,2,Divorced,8477.0,6,No,13,3,2,80,3,34,1,4,12,0,1,0
12433,20,No,Non-Travel,312,Research & Development,9,3,Technical Degree,1.0,1,Male,42,3,Research Scientist,3,Married,6872.0,0,No,24,3,1,80,1,2,2,4,0,0,0,0
12434,40,No,Travel_Rarely,491,Research & Development,12,5,Life Sciences,1.0,3,Female,67,2,Research Scientist,4,Single,10802.0,4,No,11,3,1,80,0,22,4,3,1,1,0,1
12435,29,No,Travel_Rarely,340,Research & Development,8,5,Marketing,1.0,4,Male,46,3,Laboratory Technician,3,Married,7488.0,1,Yes,20,3,3,80,0,11,3,3,4,4,2,1
12436,34,No,Travel_Rarely,432,Sales,13,5,Life Sciences,1.0,1,Male,59,3,Sales Executive,4,Divorced,9508.0,3,No,24,3,4,80,1,16,2,3,1,0,0,1
12437,40,No,Travel_Rarely,495,Sales,9,5,Marketing,1.0,1,Male,68,2,Sales Representative,4,Married,10890.0,6,Yes,15,4,1,80,1,22,2,2,11,3,2,0
12438,34,No,Travel_Rarely,334,Research & Development,8,4,Life Sciences,1.0,3,Female,45,3,Research Scientist,4,Single,7352.0,5,No,19,3,4,80,1,16,3,4,8,0,2,8
12439,39,No,Travel_Frequently,714,Research & Development,5,4,Marketing,1.0,4,Male,98,1,Manufacturing Director,3,Married,15723.0,5,No,21,2,2,80,3,21,3,3,21,10,6,0
12440,43,Yes,Travel_Rarely,472,Sales,7,4,Medical,1.0,2,Female,65,2,Sales Executive,1,Divorced,10404.0,4,Yes,24,3,4,80,0,25,3,3,1,1,1,1
12441,39,Yes,Travel_Rarely,414,Sales,13,4,Life Sciences,1.0,2,Male,56,2,Sales Representative,2,Married,9113.0,6,No,15,1,4,80,0,21,2,2,2,2,2,1
12442,30,No,Travel_Rarely,318,Research & Development,8,4,Medical,1.0,3,Female,43,2,Laboratory Technician,4,Married,7010.0,2,No,14,3,4,80,0,12,3,3,2,2,2,2
12443,30,No,Travel_Frequently,197,Research & Development,8,1,Life Sciences,1.0,3,Male,30,1,Research Scientist,2,Single,4943.9992,0,No,16,4,3,80,0,12,1,3,4,3,2,1
12444,22,Yes,Non-Travel,303,Research & Development,9,2,Life Sciences,1.0,1,Female,41,4,Research Scientist,3,Single,6668.0,4,No,25,3,2,80,0,4,5,3,0,0,0,0
12445,28,No,Travel_Frequently,532,Research & Development,7,1,Life Sciences,1.0,2,Female,73,3,Research Director,1,Single,11705.0,5,No,16,3,4,80,1,10,4,3,9,0,2,1
12446,56,No,Travel_Rarely,518,Sales,12,3,Other,1.0,4,Female,71,3,Sales Executive,2,Single,11412.0,8,Yes,11,3,1,80,0,38,1,4,0,0,0,0
12447,29,No,Travel_Frequently,517,Sales,4,4,Technical Degree,1.0,4,Female,71,1,Manager,3,Single,11386.0,4,No,23,3,1,80,3,11,2,3,7,1,0,7
12448,25,No,Travel_Frequently,514,Sales,13,5,Life Sciences,1.0,3,Male,70,2,Manager,4,Married,11324.0,2,Yes,15,3,3,80,1,7,2,2,5,5,0,0
12449,40,No,Travel_Rarely,576,Research & Development,13,1,Life Sciences,1.0,3,Female,79,2,Manufacturing Director,3,Married,12684.0,6,Yes,12,3,4,80,3,22,2,4,13,2,2,0
12450,35,No,Travel_Rarely,598,Research & Development,14,4,Medical,1.0,3,Female,82,2,Research Director,3,Single,13177.0,5,Yes,21,3,4,80,0,17,1,2,2,0,1,0
12451,35,No,Travel_Rarely,356,Sales,10,4,Marketing,1.0,3,Male,49,1,Sales Representative,4,Married,7846.0,2,No,12,3,3,80,1,17,5,3,3,3,3,1
12452,51,No,Travel_Frequently,531,Sales,14,4,Medical,1.0,3,Female,73,1,Sales Executive,3,Married,11694.0,4,No,25,3,4,80,1,33,5,3,2,2,2,2
12453,42,Yes,Travel_Rarely,410,Human Resources,12,4,Medical,1.0,2,Male,56,1,Human Resources,3,Single,9021.0,3,No,19,3,3,80,0,24,1,4,1,1,1,1
12454,31,No,Travel_Rarely,465,Human Resources,7,5,Medical,1.0,3,Male,63,4,Human Resources,4,Single,10235.0,5,No,12,3,4,80,0,13,4,2,5,0,0,0
12455,32,No,Travel_Rarely,547,Research & Development,12,5,Life Sciences,1.0,1,Female,75,3,Manager,2,Single,12041.0,3,Yes,23,3,3,80,1,14,3,3,3,3,2,1
12456,31,No,Travel_Rarely,239,Sales,8,2,Medical,1.0,3,Male,32,2,Sales Executive,2,Divorced,5272.0,0,Yes,15,3,2,80,2,13,2,1,7,7,0,1
12457,45,No,Travel_Rarely,513,Sales,8,5,Marketing,1.0,3,Male,70,3,Sales Representative,1,Single,11303.0,3,Yes,19,3,1,80,1,27,4,3,13,2,1,0
12458,33,No,Travel_Rarely,357,Sales,4,4,Medical,1.0,2,Male,49,3,Sales Executive,3,Single,7864.0,1,No,20,3,4,80,1,15,3,3,3,3,1,3
12459,19,Yes,Travel_Rarely,364,Sales,17,5,Medical,1.0,3,Female,50,4,Sales Executive,1,Single,8009.0,0,Yes,18,3,4,80,0,1,3,2,1,0,1,1
12460,36,No,Travel_Rarely,352,Sales,7,3,Life Sciences,1.0,3,Female,48,2,Sales Executive,3,Married,7758.0,4,Yes,23,3,1,80,1,18,1,3,4,4,1,4
12461,21,No,Non-Travel,576,Research & Development,14,5,Medical,1.0,1,Male,79,3,Manager,2,Married,12692.0,4,No,18,3,1,80,2,3,0,2,3,0,3,3
12462,58,No,Travel_Frequently,701,Research & Development,13,1,Marketing,1.0,1,Female,96,3,Manufacturing Director,3,Divorced,15434.0,9,No,11,4,3,80,3,40,1,4,7,5,0,1
12463,27,No,Travel_Frequently,330,Sales,13,5,Other,1.0,3,Male,45,1,Sales Representative,4,Divorced,7273.0,3,Yes,18,2,2,80,0,9,3,3,0,0,0,0
12464,35,Yes,Travel_Rarely,360,Research & Development,21,4,Medical,1.0,3,Female,49,2,Laboratory Technician,3,Single,7921.0,5,No,24,3,3,80,0,17,5,3,1,1,1,0
12465,39,No,Travel_Rarely,426,Sales,15,2,Life Sciences,1.0,4,Male,58,3,Sales Executive,4,Married,9372.0,5,No,22,3,1,80,0,21,4,2,2,0,0,0
12466,34,No,Travel_Frequently,625,Research & Development,19,4,Marketing,1.0,4,Male,85,2,Manufacturing Director,2,Married,13751.0,5,Yes,18,3,1,80,3,16,2,3,6,2,1,4
12467,34,No,Travel_Rarely,421,Research & Development,4,4,Marketing,1.0,2,Male,57,4,Laboratory Technician,1,Single,9267.0,6,No,23,3,1,80,2,16,4,3,8,8,0,2
12468,41,No,Travel_Rarely,654,Research & Development,10,4,Medical,1.0,1,Male,90,3,Research Director,2,Married,14400.0,3,No,24,3,3,80,3,23,1,3,8,3,0,3
12469,52,Yes,Travel_Rarely,749,Research & Development,14,4,Medical,1.0,3,Female,100,3,Research Director,2,Single,16494.0,6,No,16,3,3,80,3,34,3,2,27,1,0,5
12470,44,No,Travel_Rarely,328,Sales,9,2,Life Sciences,1.0,3,Female,45,3,Sales Executive,3,Single,7231.0,5,No,16,3,2,80,0,26,2,4,0,0,0,0
12471,51,No,Travel_Frequently,458,Research & Development,13,3,Marketing,1.0,2,Male,63,3,Research Scientist,3,Single,10089.0,8,No,19,3,2,80,1,33,4,3,3,0,1,0
12472,26,No,Travel_Rarely,475,Research & Development,15,1,Other,1.0,4,Female,65,3,Manufacturing Director,1,Single,10463.0,1,No,14,3,1,80,0,8,2,2,2,2,2,0
12473,40,No,Travel_Rarely,393,Human Resources,13,4,Medical,1.0,1,Male,54,3,Human Resources,4,Divorced,8652.0,4,Yes,14,3,3,80,1,21,3,2,0,0,0,0
12474,38,No,Travel_Frequently,558,Research & Development,11,3,Life Sciences,1.0,1,Female,76,3,Research Scientist,2,Married,12286.0,8,Yes,19,3,1,80,3,20,4,3,20,13,3,11
12475,40,No,Travel_Rarely,314,Human Resources,14,2,Life Sciences,1.0,2,Female,43,2,Healthcare Representative,3,Married,6909.0,3,No,19,4,2,80,1,22,2,2,4,0,1,4
12476,50,No,Travel_Rarely,425,Research & Development,11,3,Life Sciences,1.0,1,Male,58,3,Laboratory Technician,4,Single,9359.0,5,No,20,3,4,80,0,32,0,3,3,0,3,3
12477,34,No,Travel_Rarely,377,Human Resources,6,3,Medical,1.0,2,Female,51,3,Human Resources,4,Single,8314.0,4,No,20,3,2,80,0,16,3,3,5,0,5,0
12478,32,No,Travel_Rarely,545,Sales,7,4,Marketing,1.0,4,Female,74,3,Manager,4,Single,11999.0,2,No,24,3,4,80,1,14,4,3,9,6,3,5
12479,42,No,Travel_Rarely,436,Human Resources,13,2,Life Sciences,1.0,4,Male,59,4,Human Resources,4,Single,9598.0,4,No,18,3,4,80,1,24,3,4,17,1,0,0
12480,19,Yes,Travel_Frequently,506,Sales,14,4,Marketing,1.0,2,Male,69,2,Manager,1,Married,11146.0,4,No,15,3,4,80,1,1,3,3,1,1,1,1
12481,34,No,Non-Travel,333,Human Resources,4,4,Life Sciences,1.0,1,Female,45,3,Human Resources,2,Divorced,7333.0,1,No,20,4,1,80,1,16,0,4,13,2,2,8
12482,35,No,Travel_Rarely,345,Research & Development,4,3,Human Resources,1.0,1,Male,47,1,Laboratory Technician,3,Married,7605.0,2,No,18,4,4,80,0,17,5,3,0,0,0,0
12483,27,No,Travel_Rarely,555,Research & Development,9,4,Life Sciences,1.0,4,Female,76,4,Manufacturing Director,4,Divorced,12230.0,1,No,23,3,4,80,0,9,3,3,1,1,0,1
12484,47,No,Travel_Frequently,468,Research & Development,24,4,Technical Degree,1.0,4,Male,64,3,Research Scientist,3,Married,10298.0,4,No,12,4,2,80,0,29,3,2,4,2,1,0
12485,26,No,Non-Travel,463,Human Resources,24,4,Marketing,1.0,4,Female,63,2,Human Resources,4,Married,10204.0,7,No,13,3,3,80,3,8,2,3,8,3,2,8
12486,35,No,Travel_Rarely,444,Sales,19,5,Medical,1.0,2,Female,61,3,Sales Representative,2,Married,9775.0,5,Yes,15,3,4,80,1,17,1,3,4,1,2,1
12487,39,No,Travel_Rarely,384,Research & Development,8,4,Life Sciences,1.0,3,Female,52,3,Research Scientist,3,Divorced,8451.0,6,Yes,12,3,3,80,0,21,3,3,3,1,1,3
12488,50,No,Travel_Rarely,661,Research & Development,4,2,Medical,1.0,4,Male,91,1,Research Director,4,Divorced,14563.0,7,No,22,4,3,80,0,32,2,3,3,0,0,3
12489,36,No,Travel_Rarely,340,Research & Development,10,3,Life Sciences,1.0,3,Male,46,2,Laboratory Technician,4,Married,7490.0,1,No,24,3,3,80,1,18,4,3,0,0,0,0
12490,46,No,Travel_Rarely,620,Sales,4,4,Medical,1.0,1,Male,85,3,Manager,3,Divorced,13659.0,7,No,21,3,4,80,0,28,3,3,1,0,0,1
12491,44,Yes,Travel_Rarely,437,Sales,14,4,Life Sciences,1.0,2,Male,60,1,Sales Executive,3,Married,9626.0,7,No,23,3,4,80,0,26,4,3,0,0,0,0
12492,38,No,Travel_Rarely,540,Research & Development,9,3,Life Sciences,1.0,4,Female,74,2,Manager,2,Divorced,11883.0,4,No,20,1,2,80,2,20,4,3,12,2,0,3
12493,26,No,Travel_Rarely,474,Research & Development,4,5,Medical,1.0,2,Female,65,2,Research Scientist,4,Married,10435.0,3,No,18,3,3,80,0,8,1,3,8,0,1,8
12494,22,Yes,Travel_Frequently,244,Human Resources,11,2,Life Sciences,1.0,2,Male,33,2,Human Resources,2,Married,5381.0,0,No,13,4,4,80,1,4,3,3,0,0,0,0
12495,38,No,Travel_Rarely,353,Research & Development,5,3,Marketing,1.0,4,Female,48,2,Laboratory Technician,4,Married,7782.0,5,Yes,20,3,3,80,0,20,2,2,0,0,0,0
12496,31,Yes,Travel_Rarely,338,Research & Development,8,3,Life Sciences,1.0,4,Female,46,3,Research Scientist,3,Married,7439.0,5,Yes,11,3,4,80,2,13,3,3,6,3,6,2
12497,60,No,Travel_Rarely,797,Research & Development,8,2,Life Sciences,1.0,1,Female,100,3,Research Director,2,Single,16647.0024,9,No,16,4,2,80,3,42,3,2,9,9,2,3
12498,44,No,Travel_Frequently,575,Sales,14,4,Medical,1.0,2,Female,79,1,Manager,4,Single,12664.0,5,No,11,3,1,80,2,26,2,3,0,0,0,0
12499,35,No,Travel_Rarely,480,Research & Development,10,4,Life Sciences,1.0,3,Male,66,3,Manager,3,Married,10571.0,2,No,11,3,2,80,0,17,5,3,0,0,0,0
12500,25,No,Travel_Rarely,454,Research & Development,14,3,Technical Degree,1.0,1,Male,62,1,Manager,3,Married,10001.0,3,Yes,21,3,4,80,2,7,0,2,0,0,0,0
12501,42,No,Travel_Frequently,454,Research & Development,24,5,Life Sciences,1.0,4,Female,62,2,Research Scientist,2,Married,10002.0,5,No,22,3,4,80,2,24,5,3,13,0,4,2
12502,26,No,Travel_Rarely,287,Research & Development,15,4,Life Sciences,1.0,4,Female,39,4,Laboratory Technician,1,Single,6322.0,0,No,24,3,3,80,0,8,2,3,3,0,3,2
12503,29,No,Travel_Rarely,615,Research & Development,6,4,Marketing,1.0,4,Male,84,2,Manufacturing Director,4,Divorced,13539.0,4,No,14,3,4,80,1,11,2,2,2,0,1,2
12504,27,No,Travel_Rarely,547,Human Resources,9,5,Technical Degree,1.0,2,Male,75,4,Manager,1,Married,12044.0,2,Yes,24,3,3,80,1,9,4,3,1,1,0,0
12505,35,No,Travel_Rarely,385,Research & Development,5,3,Medical,1.0,4,Female,53,3,Laboratory Technician,2,Single,8486.0,4,No,16,3,2,80,0,17,3,2,7,5,1,4
12506,48,No,Travel_Rarely,503,Research & Development,10,4,Technical Degree,1.0,2,Female,69,4,Research Scientist,4,Married,11074.0,4,Yes,23,3,2,80,2,30,3,3,15,14,2,4
12507,36,No,Travel_Frequently,608,Research & Development,5,3,Human Resources,1.0,3,Male,83,3,Research Director,3,Single,13396.0,5,No,19,3,2,80,3,18,2,1,12,3,11,2
12508,32,No,Travel_Frequently,434,Research & Development,8,3,Life Sciences,1.0,3,Male,59,3,Manager,3,Single,9554.0,1,No,23,3,4,80,0,14,5,3,0,0,0,0
12509,21,Yes,Travel_Rarely,305,Research & Development,5,3,Medical,1.0,1,Female,42,2,Research Scientist,3,Divorced,6731.0,4,Yes,23,1,2,80,0,3,2,3,1,1,1,0
12510,42,No,Travel_Rarely,310,Sales,12,1,Life Sciences,1.0,1,Female,42,3,Sales Executive,4,Divorced,6823.0,4,No,13,3,4,80,0,24,3,3,8,4,2,1
12511,29,No,Non-Travel,601,Research & Development,12,4,Life Sciences,1.0,2,Male,82,3,Research Director,3,Single,13226.0,2,Yes,20,3,4,80,3,11,1,4,11,0,4,2
12512,38,No,Travel_Rarely,563,Human Resources,6,4,Life Sciences,1.0,3,Female,77,3,Manager,2,Single,12402.0,5,Yes,19,3,3,80,0,20,4,3,2,1,1,2
12513,33,No,Travel_Rarely,409,Research & Development,10,5,Life Sciences,1.0,1,Female,56,3,Research Scientist,3,Married,9005.0,5,No,11,3,3,80,0,15,4,3,3,3,2,1
